
Fold: 0
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.562514,0.000155,0,78.070379
1,0.554072,0.001067,0,69.197737
2,0.557350,0.000223,1,67.995431
3,0.560968,0.000200,0,75.456486
4,0.564981,0.000046,1,121.161194
5,0.556912,0.000619,0,68.353551
6,0.554359,0.000454,1,35.263564
7,0.561579,0.001110,1,20.543622
8,0.561342,0.000381,0,72.528035
9,0.555623,0.000191,2,49.846835
10,0.565729,0.000047,2,61.521062
11,0.573857,0.000012,2,162.949920
12,0.564811,0.000123,1,73.659025
13,0.563287,0.000703,2,22.077940
14,0.571188,0.000014,1,168.854704
15,0.555610,0.000355,0,68.557309
16,0.566449,0.000026,2,109.443724
17,0.559164,0.002511,1,17.801034
18,0.561368,0.009975,2,10.162483
19,0.555136,0.003866,0,50.220105
20,0.550443,0.001979,1,30.594974
21,0.558132,0.001980,0,50.600753
22,0.563274,0.009668,0,51.125198
23,0.564025,0.004824,1,28.086400
24,0.552486,0.001255,1,32.327888
25,0.563739,0.005752,1,28.154541
26,0.554021,0.001465,1,30.392152
27,0.554971,0.002667,1,30.341347
28,0.566477,0.006551,1,37.171011
29,0.563253,0.000085,1,67.623568

Best parameters:{'batch_size': 256, 'learning_rate_init': 0.0019790170283484638, 'n_modules': 2}

Fold: 1
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.592739,0.007149,2,10.291260
1,0.598209,0.000015,1,169.536586
2,0.574536,0.000410,1,51.308247
3,0.581511,0.001802,1,42.390673
4,0.591435,0.000040,2,62.267754
5,0.583643,0.000083,1,82.659060
6,0.578983,0.004585,0,48.247471
7,0.596329,0.000031,2,94.614436
8,0.595739,0.000035,0,197.980189
9,0.582833,0.000160,0,89.447513
10,0.586816,0.000305,0,52.451263
11,0.580064,0.000667,2,41.646240
12,0.594223,0.000040,2,61.122339
13,0.588981,0.000089,1,71.667917
14,0.581120,0.000095,0,124.930882
15,0.586105,0.000098,1,68.878168
16,0.596063,0.000013,2,136.520374
17,0.594531,0.000030,0,180.981525
18,0.596655,0.000023,2,100.031528
19,0.581885,0.000151,0,124.677984
20,0.585088,0.009673,1,25.922727
21,0.584002,0.003676,1,29.462150
22,0.576105,0.000883,0,58.699113
23,0.577361,0.000821,0,81.686031
24,0.579392,0.000926,1,43.040686
25,0.581038,0.000416,1,47.334988
26,0.575897,0.001642,0,49.250841
27,0.575355,0.002576,0,69.705526
28,0.583260,0.002127,1,42.700803
29,0.583553,0.006634,1,37.539725

Best parameters:{'batch_size': 256, 'learning_rate_init': 0.0004095170840560279, 'n_modules': 3}

Fold: 2
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.643174,0.000010,2,94.062726
1,0.578274,0.000281,2,28.640320
2,0.580955,0.000055,0,125.119684
3,0.576620,0.000029,0,149.353807
4,0.575597,0.000106,2,49.710197
5,0.581797,0.000040,2,76.256509
6,0.569059,0.000172,2,43.002539
7,0.569845,0.001293,0,53.015927
8,0.585795,0.000028,1,172.507494
9,0.572457,0.000241,2,27.722806
10,0.576341,0.000063,2,76.810441
11,0.572685,0.001804,0,34.314983
12,0.569437,0.003051,1,18.183818
13,0.569251,0.001687,2,24.883410
14,0.575078,0.000646,0,54.125222
15,0.576807,0.001726,1,28.194901
16,0.571773,0.000190,1,48.997372
17,0.657452,0.000010,2,95.068025
18,0.590691,0.000015,2,131.579585
19,0.580690,0.000098,0,87.736518
20,0.578068,0.007220,2,27.722702
21,0.569137,0.000617,2,42.975676
22,0.566929,0.000548,2,42.998226
23,0.566450,0.000520,2,42.757764
24,0.566173,0.000558,2,42.853803
25,0.574772,0.004074,2,27.857998
26,0.570750,0.000441,1,70.693088
27,0.569775,0.000860,2,27.890151
28,0.572208,0.003429,2,24.731636
29,0.577134,0.007786,2,24.590189

Best parameters:{'batch_size': 512, 'learning_rate_init': 0.0005581038614117288, 'n_modules': 3}
