
Fold: 0
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.327102,0.000155,0,194.046886
1,0.326597,0.001067,0,318.799592
2,0.326857,0.000223,1,154.267404
3,0.327036,0.000200,0,181.862699
4,0.327054,0.000046,1,184.607111
5,0.326639,0.000619,0,301.989625
6,0.326681,0.000454,1,149.493690
7,0.326862,0.001110,1,85.790722
8,0.326898,0.000381,0,169.807785
9,0.326871,0.000191,2,119.669591
10,0.326936,0.000047,2,147.959565
11,0.327784,0.000012,2,186.536581
12,0.327306,0.000123,1,94.687826
13,0.327032,0.000703,2,47.862947
14,0.327198,0.000014,1,257.306754
15,0.326694,0.000355,0,317.142705
16,0.327137,0.000026,2,149.240004
17,0.326673,0.002511,1,95.017063
18,0.326741,0.009975,2,47.843093
19,0.326786,0.003866,0,318.192413
20,0.326568,0.001293,0,315.584620
21,0.326673,0.001775,0,298.229024
22,0.326813,0.008128,0,303.114262
23,0.326670,0.003543,0,191.399288
24,0.326614,0.001112,0,318.721105
25,0.326660,0.006013,0,298.482212
26,0.326573,0.001245,0,315.947653
27,0.326604,0.001685,0,316.249288
28,0.326777,0.000082,0,437.973618
29,0.326718,0.004631,0,189.414720

Best parameters:{'batch_size': 128, 'learning_rate_init': 0.0012934259359957802, 'n_modules': 2}

Fold: 1
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.327404,0.007149,2,51.058221
1,0.329071,0.000015,1,242.273884
2,0.327220,0.000410,1,212.413533
3,0.327189,0.001802,1,212.216825
4,0.327907,0.000040,2,147.289072
5,0.327898,0.000083,1,153.491082
6,0.327478,0.004585,0,224.408296
7,0.328684,0.000031,2,135.095756
8,0.328440,0.000035,0,244.820634
9,0.327632,0.000160,0,305.373372
10,0.327695,0.000305,0,175.335259
11,0.327140,0.000667,2,166.195869
12,0.327958,0.000040,2,100.102574
13,0.327879,0.000089,1,153.421574
14,0.327555,0.000095,0,422.482066
15,0.327644,0.000098,1,211.870270
16,0.328437,0.000013,2,170.086089
17,0.328453,0.000030,0,243.030034
18,0.328138,0.000023,2,156.823809
19,0.327374,0.000151,0,421.774667
20,0.327128,0.001710,1,208.481232
21,0.327166,0.001460,1,212.823040
22,0.327180,0.001082,2,133.508612
23,0.327121,0.003313,2,132.811227
24,0.327256,0.003477,1,212.197499
25,0.327244,0.008794,2,121.363716
26,0.327353,0.003045,1,190.405378
27,0.327134,0.002295,1,210.279695
28,0.327180,0.005985,2,133.490716
29,0.327212,0.000914,2,131.277996

Best parameters:{'batch_size': 512, 'learning_rate_init': 0.0033129542182609483, 'n_modules': 3}

Fold: 2
Hyperopt trials
tid, loss, learning_rate, batch_size, cells, dropout, LSTMLayers, train_time
0,0.332128,0.000010,2,181.558772
1,0.330199,0.000281,2,59.246157
2,0.330536,0.000055,0,219.191867
3,0.330093,0.000029,0,331.383149
4,0.330235,0.000106,2,80.789350
5,0.330362,0.000040,2,124.913534
6,0.329754,0.000172,2,123.569834
7,0.329152,0.001293,0,327.229780
8,0.330858,0.000028,1,237.666349
9,0.329962,0.000241,2,79.627575
10,0.330058,0.000063,2,152.696441
11,0.329341,0.001804,0,188.430663
12,0.329449,0.003051,1,92.225921
13,0.329174,0.001687,2,173.091592
14,0.329738,0.000646,0,177.057691
15,0.329545,0.001726,1,91.879596
16,0.329794,0.000190,1,155.793388
17,0.332041,0.000010,2,181.384310
18,0.330583,0.000015,2,166.539038
19,0.330292,0.000098,0,177.683285
20,0.329485,0.009096,0,434.551654
21,0.329272,0.000654,0,314.116230
22,0.329431,0.009033,0,456.480948
23,0.329274,0.003688,0,310.192388
24,0.329226,0.000544,0,431.857351
25,0.329311,0.001230,1,155.368531
26,0.329161,0.004722,2,99.608752
27,0.329362,0.005222,0,331.207425
28,0.329260,0.005860,2,79.974280
29,0.329339,0.001073,2,98.371277

Best parameters:{'batch_size': 128, 'learning_rate_init': 0.0012931591731412996, 'n_modules': 2}
